Steven Rivera$Ironfen Family II$Samuel Reed                                      $1{Richard Stone,Kevin White,Kevin Bailey,Kevin Collins,Jeffrey Baker,wGJwmH.hh.ywwkWIxBqjl WIjpwRBWqddotElva}$Steven Collins|Justin Collins|Larry Adams|Gary Bailey|Donald Roberts|Brian Bailey|Kenneth Campbell|Robert Miller|Joseph Bell|Benjamin Miller|Kevin Young|Mark Sanchez|Robert Wright|Samuel Reed
Brian Reed$Coldwick Family$Joshua Perez                                     $1{Steven Roberts,Larry Adams,Jason Young,Gary Phillips,Scott Perez,tbUAdWIocJDlm lhPNmxUGciQWXVlQ.StIHKfRoIQtiCGI,Richard Harris,Charles Bailey,Donald Nelson,Kevin Collins,Jason Roberts,Jacob Carter,Joseph Bell,Kevin Young,Edward Howard,Kevin White,George Campbell,Gary Bailey}$Steven Collins|Ronald Reed|Brian Bailey|Paul Stewart|Stephen Bailey|William Young|Jeffrey Morris|Joshua Perez|Brian Campbell|Jeffrey Scott|Charles Murphy|Robert Wright|Justin Campbell
Mark Sanchez$Ashenfen Family$Richard Stone                                    $7{Jeffrey Morris,Justin Campbell,wlNt KJGuwBCowPAMjJb-x aglTRP,Kevin Young,Kevin Collins,Charles Murphy,Jeffrey Bell,Kevin Cook,Brian Bailey,Joseph Campbell,Robert Wright,Kenneth Campbell,Ronald Reed,Stephen Bailey,James Bell,Gary Bailey,Kevin White,Jeffrey Scott,Joseph Bell}$Justin Bell|William Young|Steven Collins|Kevin Bailey|Jeffrey Baker|Anthony Parker|Richard Stone|Jacob Carter|Justin Collins|Joshua Perez|Gary Reed|Timothy Turner|Jason Young
Robert Miller$Ironmoor Family$Robert Wright                                    $1{Gary Reed,Stephen Bailey,Jason Roberts,Larry Adams,Jason Adams,Brian Bailey,Justin Collins,Stephen Reed,MVmwvUoeJweqwG LZj.BIpcIEYidlMkmiXAdsdIqabVKX,Anthony Parker,Richard Harris,Mark Sanchez,Charles Bailey,Gary Phillips}$Kenneth Hill|Paul Stewart|Steven Collins|Benjamin Miller|Donald Nelson|Samuel Reed|David Edwards|Robert Wright|Richard Stone|Scott Perez|Joshua Perez|Donald Roberts|Robert Baker
Kenneth Campbell$Ashenfall Family$William Young                                    $7{Steven Rivera,Samuel Reed,Charles Murphy,Kenneth Hill,wEY-fGYiZDMXjb-EoYp.JJAzpsERoZcrSqszyDVLxXjg,Stephen Bailey,David Edwards,Benjamin Miller,Kevin Bailey,Jason Roberts,Jason Adams,Jeffrey Scott}$Robert Baker|Justin Campbell|Donald Nelson|Kevin White|Gary Reed|Scott Perez|Steven Collins|William Young|George Campbell|Brian Reed|Gary Phillips|Mark Sanchez|Steven Roberts|Donald Harris|Gary Bailey|Richard Harris|Donald Roberts
Gary Bailey$Frostshade Family$Brian Bailey                                     $6{DzaWo.oTGeLGQDQQBo.jQZKgIbmsCt xtAGVrwpzwquUvLl,James Bell,Stephen Bailey,Kevin Collins,Jason Young,Mark Sanchez,Larry Adams,Ronald Reed,George Campbell}$Jason Walker|Jacob Carter|Steven Roberts|Kevin Perez
Jason Walker$Blackspire Family II$Kenneth Hill                                     $7{Kevin White,Jeffrey Scott,Timothy Turner,Jeffrey Baker,Gary Bailey,Steven Rivera,Robert Baker,eoliSUCAgcbIsmPgHrTuElX.rKq uo,Jason Adams,Brian Bailey,Justin Campbell,Stephen Bailey,Richard Harris}$Larry Adams|Justin Bell|Steven Collins|Jeffrey Bell|Robert Miller|David Edwards|Gary Phillips
Gary Reed$Skullwick Family$Edward Howard                                    $6{David Edwards,Joseph Bell,BmypqflVwfaMCbsBFSkwfzMTilwXLscwSw,Brian Bailey,Samuel Reed,Kenneth Hill,Kevin Cook,Robert Baker,James Bell,Joseph Campbell,Larry Adams,William Young}$Jeffrey Morris|Brian Campbell|Gary Bailey|Paul Stewart|Justin Campbell|Kevin Perez|Donald Roberts|Jason Young|Richard Stone|Jason Roberts|Charles Bailey|Donald Harris|Robert Miller|Stephen Bailey|Justin Bell|Anthony Parker|Justin Collins|Gary Phillips|Steven Collins
Benjamin Miller$Hollowfall Family$Samuel Reed                                      $0{Jacob Carter,Jason Young,George Campbell,Jeffrey Morris,Gary Phillips,Steven Roberts}$Jeffrey Baker|Edward Howard|James Bell|Kevin Young|Kevin Bailey|Kevin Collins|Jeffrey Scott|Joseph Bell|Gary Bailey|Steven Rivera|Anthony Parker|Ronald Reed|Stephen Bailey|Timothy Turner
Kevin Young$Darkwater Family$Robert Baker                                     $7{Timothy Turner,Robert Wright}$Jason Roberts|Jeffrey Bell|Kenneth Hill|Brian Reed|Donald Roberts|Steven Roberts|Joseph Bell|Gary Reed|Gary Bailey|Robert Baker
Joseph Campbell$Deadfall Family$Steven Rivera                                    $1{Paul Stewart,Justin Bell,Brian Campbell,Stephen Bailey,Jeffrey Baker,Jason Roberts,Donald Nelson,Benjamin Miller,Timothy Turner,Donald Harris}$Gary Reed|Robert Wright|Justin Collins|George Campbell|Kevin Collins|Jeffrey Morris|William Young|Justin Campbell|Steven Roberts|David Edwards|Robert Miller|Steven Rivera
Ronald Reed$Ironwick Family$Jason Adams                                      $2{Kevin Collins,Gary Phillips,William Young,Stephen Reed,Jason Walker,Steven Collins,Jason Roberts}$Kevin Perez|Kenneth Campbell|Stephen Bailey|Donald Harris|Richard Stone|Steven Rivera|Robert Miller|Justin Collins|Gary Reed
Brian Bailey$Frostshade Family$Joseph Bell                                      $0{Donald Roberts,Richard Stone,Timothy Turner,Stephen Bailey,Robert Wright,Joseph Campbell,Kenneth Hill,Brian Campbell,Kevin Collins,Kevin White}$Justin Collins|Kevin Bailey|Kevin Cook|George Campbell|Scott Perez|Joshua Perez|Joseph Bell|Steven Roberts|Steven Collins|Paul Stewart
Larry Adams$Deadfall Family$Gary Reed                                        $2{Joseph Bell,Jason Walker,Stephen Bailey,Steven Rivera,Jacob Carter,Edward Howard,Gary Bailey,Brian Bailey,Robert Wright,Justin Collins,Justin Bell,Charles Murphy,Ronald Reed,Brian Reed,Robert Miller,Jeffrey Morris,Jeffrey Scott}$Robert Baker|William Young|Charles Bailey|Kenneth Hill|Kenneth Campbell|Kevin Cook|David Edwards|Gary Reed|Steven Roberts|Kevin Collins|Kevin Bailey|Justin Campbell|Steven Collins|Jason Young|Anthony Parker
David Edwards$Coldwick Family$Joseph Campbell                                  $2{Jason Young,Justin Campbell}$Jeffrey Morris|Robert Wright|Joseph Campbell|Richard Harris
James Bell$Grimfen Family$Steven Collins                                   $4{Brian Bailey,George Campbell,Justin Collins,Donald Harris,Brian Reed,Kevin Bailey,Stephen Bailey,Ronald Reed,Joseph Bell,Jeffrey Bell,Gary Bailey,Stephen Reed,Mark Sanchez,Brian Campbell,Kenneth Hill}$Kevin Cook|Robert Miller
Gary Phillips$Frostshade Family$David Edwards                                    $4{Stephen Reed,Mark Sanchez,Steven Rivera,Benjamin Miller,James Bell,Jason Adams,Samuel Reed,Steven Collins,Jacob Carter,Paul Stewart,Kevin Cook,Gary Reed,Charles Bailey,Kevin Perez,Kevin Bailey,Jeffrey Scott}$Timothy Turner|Steven Roberts|Richard Harris|Ronald Reed|Brian Reed|Jeffrey Bell|Jeffrey Morris|Donald Harris|Kenneth Campbell|Robert Wright|Richard Stone|Jason Roberts|William Young|Donald Roberts|Joseph Bell|George Campbell|David Edwards|Kevin White|Scott Perez
Timothy Turner$Ironmoor Family$Anthony Parker                                   $0{Gary Phillips,Jeffrey Morris,Steven Roberts,Jeffrey Bell,Jacob Carter,Joseph Campbell,Brian Campbell,Jeffrey Scott,Samuel Reed}$Steven Collins|Kevin White|Joshua Perez
George Campbell$Grimmoor Family$Anthony Parker                                   $6{Brian Campbell,Brian Reed,Jacob Carter}$Joseph Bell|Ronald Reed|Jason Roberts
Robert Wright$Viperidge Family$Benjamin Miller                                  $4{Gary Bailey,Robert Miller,Mark Sanchez,Kevin Cook,Edward Howard,Kevin Young,Charles Bailey,Robert Baker,George Campbell,Samuel Reed,Steven Rivera,Brian Campbell,Brian Bailey}$Justin Bell|Jason Adams|Brian Reed|Jason Young|Joshua Perez|Benjamin Miller|James Bell|Donald Harris|Kenneth Hill|Jeffrey Baker|Gary Reed|Stephen Bailey|Richard Stone|David Edwards|Ronald Reed|Joseph Bell
Joseph Bell$Darkshade Family$Brian Bailey                                     $2{Kenneth Hill,Robert Miller,Charles Bailey,Jason Young,Justin Collins,Jeffrey Baker,Jeffrey Morris,Jeffrey Bell,Justin Bell,Timothy Turner,Gary Phillips,Gary Reed}$Jason Walker|Anthony Parker|Brian Bailey|George Campbell|Kevin Young|William Young
Jeffrey Baker$Bloodmoor Family$Steven Collins                                   $6{Kenneth Campbell,Samuel Reed,Robert Wright,Benjamin Miller,Gary Bailey,Kevin White,Jason Adams,Steven Rivera,Jeffrey Morris,Richard Stone,Stephen Reed,Richard Harris,Brian Reed,Donald Harris,Joseph Bell,Jeffrey Bell,Donald Nelson,Scott Perez}$Kevin Collins|Gary Reed|Timothy Turner|Stephen Bailey|Kenneth Hill|Justin Campbell
Samuel Reed$Rotfen Family$James Bell                                       $7{Joseph Bell,Brian Reed,Kevin Bailey,Jeffrey Morris,Jeffrey Bell,Justin Collins,Richard Stone,Brian Bailey,Kevin White,Steven Roberts,Jason Adams}$Jason Walker|Justin Campbell|Gary Phillips|Timothy Turner|Kevin Young
Kevin Collins$Coldmoor Family II$Paul Stewart                                     $7{Jason Adams,David Edwards,Brian Reed,George Campbell,Jason Walker,James Bell,Justin Collins,Steven Rivera,Jason Young,Larry Adams,Gary Phillips,Scott Perez,Kenneth Hill}$Jeffrey Morris|Gary Reed|Stephen Reed|Benjamin Miller|Kevin Young|Joseph Bell|Samuel Reed|Charles Bailey|Jacob Carter|Brian Bailey|Joseph Campbell|Kevin Perez|Steven Collins
Steven Collins$Viperidge Family$Kenneth Hill                                     $5{Kenneth Campbell,Gary Phillips,Donald Harris,Richard Stone,Gary Reed,Larry Adams}$Robert Baker|Joseph Bell|Stephen Reed|Jeffrey Morris|Jason Adams|Brian Campbell|Justin Bell|George Campbell|Jeffrey Bell|Justin Collins|Kevin Bailey|Ronald Reed|Steven Roberts|Kevin Young
Robert Baker$Grimmoor Family$Jason Young                                      $0{James Bell,Stephen Bailey,Jeffrey Morris,Jason Roberts,Robert Wright,Steven Rivera,Kevin Bailey,Jason Adams,Kevin Perez,Gary Bailey,Larry Adams,Robert Miller}$Benjamin Miller|Kevin White|Samuel Reed|William Young|Gary Phillips|Jeffrey Bell|Edward Howard|Jason Walker|Paul Stewart|Kevin Collins
Brian Campbell$Nightwick Family$Jeffrey Morris                                   $0{Samuel Reed,Justin Bell,Jason Adams,Gary Phillips,Robert Wright,James Bell,Brian Reed,Jason Roberts,Donald Harris,William Young,Edward Howard,George Campbell}$Charles Bailey|David Edwards|Kenneth Hill|Steven Rivera|Jason Young|Jeffrey Bell|Kevin Cook|Paul Stewart|Steven Collins|Mark Sanchez|Steven Roberts|Joseph Bell|Kevin Bailey|Anthony Parker|Benjamin Miller|Gary Reed
Kevin White$Bloodwick Family II$Joseph Campbell                                  $4{George Campbell,Joseph Bell,James Bell,Robert Baker}$Jason Adams|Robert Miller|Donald Nelson|Donald Roberts|Paul Stewart|Justin Collins|Edward Howard|Kevin Perez|Jeffrey Bell|Steven Roberts|Larry Adams|Mark Sanchez|Jeffrey Baker|Steven Rivera|Kevin Bailey|Jason Roberts|Gary Bailey
Kevin Bailey$Blackfen Family II$Kenneth Hill                                     $6{James Bell,Justin Collins,William Young,Joseph Campbell,Jason Roberts,Jeffrey Morris,Richard Stone,Benjamin Miller,Samuel Reed,Justin Campbell,David Edwards,Timothy Turner,Brian Campbell,Donald Nelson,Jeffrey Scott,Mark Sanchez,Edward Howard,Kevin Collins}$Stephen Bailey|Joseph Bell|Robert Miller|Ronald Reed|Gary Reed|Kevin Perez|Kevin Young|Jason Walker|Larry Adams|Robert Baker
Scott Perez$Deadfall Family$Steven Roberts                                   $2{Jeffrey Morris,James Bell,Steven Rivera,Kevin Young,Joshua Perez,George Campbell,Donald Roberts,Brian Reed,Charles Bailey,Timothy Turner,William Young,Charles Murphy,David Edwards,Kevin Cook,Benjamin Miller,Steven Collins,Paul Stewart,Donald Harris,Jeffrey Bell}$Robert Miller|Jason Young|Richard Stone|Donald Nelson|Jason Walker|Justin Bell|Ronald Reed|Brian Bailey|Jeffrey Baker|Brian Campbell|Kevin White|Jason Adams|Kevin Collins|Joseph Bell|Justin Campbell|Gary Phillips
Charles Murphy$Wraithfen Family$Richard Harris                                   $3{James Bell,Gary Phillips,Donald Harris,Kevin Young,Anthony Parker,Jeffrey Scott,Justin Campbell,Benjamin Miller}$Jeffrey Morris|Kevin Bailey|Scott Perez|Donald Roberts|Joshua Perez|Steven Roberts|Ronald Reed|Mark Sanchez|Joseph Campbell|Timothy Turner|Kevin Collins|Samuel Reed|Stephen Reed
Kevin Cook$Blackfen Family II$Larry Adams                                      $3{Robert Wright,Jason Adams,Justin Campbell,Robert Miller,Justin Bell,Kevin Perez}$Mark Sanchez|Steven Collins|Brian Campbell|Stephen Bailey|Samuel Reed|Richard Harris|Donald Nelson|Steven Roberts|Edward Howard|Richard Stone|James Bell|Benjamin Miller|Donald Harris|Scott Perez|Jason Young|Anthony Parker|Robert Baker|Kevin Young|Kevin Collins
Richard Harris$Deadwick Family$Jacob Carter                                     $1{Justin Bell,Stephen Bailey,Donald Harris,Jeffrey Scott,Jeffrey Baker,Edward Howard,Joshua Perez,Brian Campbell,Paul Stewart,Robert Wright,Gary Reed,David Edwards,William Young,Donald Nelson,Steven Rivera,Kevin Collins}$Justin Collins|Timothy Turner|Kevin Cook|Kevin Young|Steven Collins|Gary Bailey|Samuel Reed|Justin Campbell|Jason Young|Mark Sanchez|Larry Adams|Kevin Perez|Ronald Reed|Charles Murphy|Jason Roberts|George Campbell|Kenneth Hill
Joshua Perez$Grimwald Family$Joseph Campbell                                  $8{Steven Roberts,Joseph Bell,Justin Campbell,Kevin Cook,Kenneth Hill,Justin Collins,William Young,Scott Perez,Jeffrey Bell}$Timothy Turner|Brian Bailey|Edward Howard|Kevin Collins|Robert Wright|Kevin White|Jason Young|Jason Walker|Robert Miller|David Edwards|Richard Harris|Donald Nelson
Richard Stone$Ironfall Family$Donald Nelson                                    $3{Jeffrey Scott,Brian Bailey,Robert Wright,Kevin Collins,Edward Howard,Steven Roberts}$Richard Harris|Joseph Campbell|Benjamin Miller|Steven Rivera|Jason Adams|Kevin Bailey|Donald Harris|Kevin Young|Paul Stewart|Scott Perez|Jacob Carter|Robert Baker|Kenneth Hill
Donald Nelson$Frostmoor Family$Jeffrey Baker                                    $8{Larry Adams,Ronald Reed,Brian Reed,Robert Miller,Stephen Reed,Charles Bailey,Paul Stewart,Steven Collins,Kenneth Hill,Charles Murphy}$Kevin White|Stephen Bailey|Steven Rivera|Jeffrey Scott
Stephen Reed$Hollowfen Family$Steven Collins                                   $5{William Young,Benjamin Miller,Gary Bailey,Jason Young,Donald Harris,Jason Adams,Joshua Perez,Richard Harris,Mark Sanchez,David Edwards,Paul Stewart,Kevin Cook,Donald Roberts,Robert Baker,Charles Bailey}$Stephen Bailey|James Bell|Donald Nelson|Brian Bailey|Brian Campbell|Justin Bell|Kevin Young|Brian Reed|Joseph Bell|Scott Perez|Justin Campbell
Jacob Carter$Deadwick Family$Kevin Cook                                       $1{William Young,Justin Collins,Jason Roberts,Larry Adams,Joseph Bell,Anthony Parker,Jeffrey Baker,Justin Bell,Donald Roberts,Scott Perez,Jeffrey Bell,Kevin Collins,Jason Walker,Donald Harris,Brian Campbell,Jason Young,Timothy Turner}$Paul Stewart|Donald Nelson|David Edwards|Robert Wright|Joseph Campbell|Benjamin Miller|Brian Bailey|Edward Howard|George Campbell|Charles Bailey
Jeffrey Scott$Duskborne Family$Steven Collins                                   $3{Jeffrey Bell,Donald Harris,Robert Wright,Jeffrey Baker}$Paul Stewart|Richard Stone|Gary Reed|Jason Roberts|Edward Howard
Donald Roberts$Grimwald Family$Justin Collins                                   $3{David Edwards,Steven Rivera,Joseph Bell,Kevin Perez,William Young,Scott Perez,Jeffrey Bell,Steven Roberts,Brian Reed,Timothy Turner,Justin Campbell,Kevin Bailey,Kevin Collins,Anthony Parker,Jeffrey Scott,Richard Stone,Jeffrey Morris,Gary Bailey,Robert Miller}$Larry Adams|Jeffrey Baker|Steven Collins|Jason Young
William Young$Ironfen Family II$Justin Campbell                                  $6{Kevin Cook,Jeffrey Bell,Justin Bell}$Brian Bailey|Jason Walker|Kenneth Hill|Samuel Reed|Joseph Bell|Jeffrey Scott|Scott Perez|Charles Bailey
Donald Harris$Wraithspire Family$Gary Phillips                                    $2{Jason Walker,Justin Bell,Robert Miller}$Steven Collins|Samuel Reed|Justin Collins|Kevin Collins|Justin Campbell|Benjamin Miller|David Edwards|Larry Adams|Gary Phillips|Ronald Reed|Gary Bailey|Richard Stone|Jacob Carter|Robert Wright|Mark Sanchez|Scott Perez
Jason Young$Frostmoor Family$Mark Sanchez                                     $6{Stephen Reed,Kevin Cook,Jeffrey Bell,Kevin White,Brian Reed,Justin Collins,Stephen Bailey,Richard Stone,Anthony Parker,Steven Collins,Donald Harris,Jeffrey Morris,Kevin Collins,Robert Wright,Justin Bell,Benjamin Miller}$Kevin Young|Gary Bailey|Samuel Reed|Timothy Turner|Jason Adams|Donald Roberts|Joshua Perez|Kenneth Hill|Steven Roberts|Scott Perez|Ronald Reed|Kenneth Campbell|Jason Roberts|Brian Bailey
Charles Bailey$Blackfen Family II$Charles Murphy                                   $6{Robert Baker,Donald Harris,Samuel Reed,Jeffrey Morris,Justin Collins,Jason Young,Jason Roberts,Kenneth Campbell,Kenneth Hill,Anthony Parker,Richard Harris,Donald Nelson}$Larry Adams|Joshua Perez|Steven Collins
Kenneth Hill$Crowshade Family$Joshua Perez                                     $3{Larry Adams,Jeffrey Baker}$Steven Collins|Jason Roberts|Gary Phillips|Stephen Bailey|Brian Campbell|Joseph Campbell|Donald Harris|Justin Campbell|Jeffrey Scott
Kevin Perez$Deadfall Family$David Edwards                                    $6{George Campbell,Steven Rivera,Kevin White,Timothy Turner,Kevin Collins,Justin Collins,James Bell,Richard Stone,Richard Harris,Edward Howard,Robert Wright,Jason Walker,Gary Bailey,Gary Phillips,Joseph Bell,Paul Stewart,Brian Bailey}$Jeffrey Baker|Benjamin Miller
Jeffrey Bell$Crowfen Family$Stephen Bailey                                   $2{Donald Harris,Paul Stewart,Steven Rivera}$Joshua Perez|Robert Wright|Jason Walker|James Bell|Richard Harris|Joseph Bell|Brian Bailey|Justin Bell|Justin Campbell|Kevin Bailey|Kevin Cook
Jeffrey Morris$Hollowwick Family$Anthony Parker                                   $7{Ronald Reed,Donald Nelson,Timothy Turner,Brian Campbell,Kevin Young,Mark Sanchez,Justin Bell,Brian Reed,Donald Roberts,James Bell,Richard Stone,William Young,Brian Bailey}$Kenneth Campbell|Kevin Perez|Jeffrey Baker
